Created Date,Gift Name,User ID,Product,Price,Has Relationship (Yes / No),Occasion,Use Case,Missing Value Check
11-01-2021,Chocolate Drop Shortbread Rounds in Tin,38772246,GC,9.99,No,Sympathy,Get Well Soon,0
11-01-2021,Grow Your Own Micropub Seed Kit in a matchbox,42927266,GC,5.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,43466030,GC,8.49,No,Special Occasions,Happy Birthday,0
11-01-2021,Unicorn Chocolate Lolly Making Kit,40743672,GC,5.49,No,Special Occasions,Happy Birthday,0
11-01-2021,Dark Sea Salt Caramel Chocolate Truffles,42603434,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,42685844,PC,8.49,Yes,Special Occasions,Happy Birthday,0
11-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,37877139,GC,6.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Italian Soft Nougat Selection,43171492,GC,13.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,38508481,GC,8.49,No,Special Occasions,Happy Birthday,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,45209960,GC,14.99,Yes,Special Occasions,Happy Birthday,0
11-01-2021,Dark Sea Salt Caramel Chocolate Truffles,44753682,GC,14.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Chocolate Drop Shortbread Rounds in Tin,39290004,GC,9.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Bonsai Trees Growing Kit,45568336,PC,12.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Dark Sea Salt Caramel Chocolate Truffles,42678680,GC,14.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Bathsecco and Gin &amp; Tonic,39968147,GC,13.99,No,Sympathy,Condolences,0
11-01-2021,Belgian Chocolates Selection,40910118,GC,13.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Cork Brew Reusable 12oz Glass Cup,42323588,GC,21.99,Yes,Special Occasions,Congratulations,0
11-01-2021,Dark Sea Salt Caramel Chocolate Truffles,40924090,GC,14.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Original Toffees in Tin,45422982,PC,8.99,No,Just Because,Thank You,0
11-01-2021,Sea Salted Caramel Shortbread &amp; English Breakfast Tea,38981986,GC,12.49,No,Special Occasions,Happy Birthday,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,45242722,GC,14.99,Yes,Just Because,Just Because / Miss you / Love,0
11-01-2021,Dark Sea Salt Caramel Chocolate Truffles,39127636,GC,14.99,No,Just Because,Thank You,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,39481976,GC,14.99,No,Special Occasions,Congratulations,0
11-01-2021,Chocolate Drop Shortbread Rounds in Tin,45064536,PC,9.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Belgian Chocolates Selection,40763596,PC,13.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,40698444,GC,14.99,Yes,Just Because,Just Because / Miss you / Love,0
11-01-2021,Milk Chocolate with Popping Candy Lolly Making Kit,38564137,GC,9.99,Yes,Just Because,Thank You,0
11-01-2021,Belgian Chocolates Selection,44631448,GC,13.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Bonsai Trees Growing Kit,45872098,GC,12.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Bonsai Trees Growing Kit,42861790,GC,12.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Belgian Chocolates Selection,41359200,GC,13.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Belgian Chocolates Selection,38062699,PC,13.99,No,Sympathy,Condolences,0
11-01-2021,The Captains Gluten Free Cookies,39484886,PC,6.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Handmade Shortbread with Salted Caramel,43636176,PC,6.49,No,Sympathy,Get Well Soon,0
11-01-2021,Chocolate Drop Shortbread Rounds in Tin,39326356,GC,9.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,38629315,PC,14.99,No,Just Because,Thank You,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,40008932,GC,14.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Dark Sea Salt Caramel Chocolate Truffles,40008932,GC,14.99,No,Special Occasions,Happy Birthday,0
11-01-2021,Italian Soft Nougat Selection,39637021,GC,13.99,No,Special Occasions,Anniversary,0
11-01-2021,Original Toffees in Tin,39590755,PC,8.99,No,Sympathy,Condolences,0
11-01-2021,Pink Marc de Champagne Chocolate Truffles,44165582,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Belgian Chocolates Selection,39966088,GC,13.99,Yes,Sympathy,Get Well Soon,0
11-01-2021,Belgian Chocolates Selection,45050218,PC,13.99,No,Just Because,Thank You,0
11-01-2021,Dark Chocolate and Vodka Truffles with Edible Gold Leaf,45920028,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,38893096,GC,8.49,No,Just Because,Just Because / Miss you / Love,0
11-01-2021,Bonsai Trees Growing Kit,44087952,GC,12.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Original Toffees in Tin,39279336,GC,8.99,No,Special Occasions,Happy Birthday,0
10-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,40779472,GC,6.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,45519352,GC,8.49,Yes,Just Because,Just Because / Miss you / Love,0
10-01-2021,English Breakfast Whole Leaf Tea Bags Caddy,2041409,GC,7.49,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Unicorn Chocolate Lolly Making Kit,45096056,GC,5.49,Yes,Special Occasions,Happy Birthday,0
10-01-2021,Dark Sea Salt Caramel Chocolate Truffles,44728216,PC,14.99,No,Just Because,Thank You,0
10-01-2021,Handmade Shortbread with Salted Caramel,180017087,GC,6.49,No,Just Because,Thank You,0
10-01-2021,Dark Sea Salt Caramel Chocolate Truffles,38217397,PC,14.99,No,Just Because,Thank You,0
10-01-2021,Thank You Mini Jar Of Paper Roses in a matchbox,45918784,PC,4.99,Yes,Just Because,Thank You,0
10-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,39009338,GC,8.49,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Chocolate Drop Shortbread Rounds in Tin,45919212,PC,9.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Happy Birthday Pearl And Candle In a Matchbox,45917302,PC,4.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Pink Marc de Champagne Chocolate Truffles,41519918,GC,14.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,45527932,GC,8.49,No,Special Occasions,Happy Birthday,0
10-01-2021,Happy Birthday Pearl And Candle In a Matchbox,45262250,GC,4.99,Yes,Special Occasions,Happy Birthday,0
10-01-2021,Grow Your Own Micropub Seed Kit in a matchbox,38896778,GC,5.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,&quot;I Love You&quot; Bunny,38519273,PC,11.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,&quot;Sorry Youre Pawly&quot; Puppy,37787721,PC,11.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Dark Sea Salt Caramel Chocolate Truffles,44728216,PC,14.99,No,Special Occasions,Wedding,0
10-01-2021,Handmade Shortbread with Salted Caramel,44869674,GC,6.49,No,Special Occasions,Happy Birthday,0
10-01-2021,Thank You Mini Jar Of Paper Roses in a matchbox,43592204,PC,4.99,Yes,Just Because,Just Because / Miss you / Love,0
10-01-2021,Dark Sea Salt Caramel Chocolate Truffles,39631099,PC,14.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Dark Chocolate and Vodka Truffles with Edible Gold Leaf,42213288,PC,14.99,Yes,Just Because,Just Because / Miss you / Love,0
10-01-2021,Belgian Chocolates Selection,45347176,GC,13.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Dark Chocolate and Vodka Truffles with Edible Gold Leaf,39631099,GC,14.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Sea Salted Caramel Shortbread &amp; English Breakfast Tea,38684518,PC,12.49,Yes,Special Occasions,Happy Birthday,0
10-01-2021,Pink Marc de Champagne Chocolate Truffles,44837274,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Bonsai Trees Growing Kit,44552646,GC,12.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Bonsai Trees Growing Kit,38069183,GC,12.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Pink Marc de Champagne Chocolate Truffles,39290004,GC,14.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Pink Marc de Champagne Chocolate Truffles,45465806,PC,14.99,Yes,Travel,Travel,0
10-01-2021,Chocolate Drop Shortbread Rounds in Tin,42619134,PC,9.99,No,Just Because,Just Because / Miss you / Love,0
10-01-2021,Thank You Mini Jar Of Paper Roses in a matchbox,41120528,PC,4.99,No,Just Because,Thank You,0
10-01-2021,Unicorn Chocolate Lolly Making Kit,39522010,GC,5.49,No,Special Occasions,Happy Birthday,0
10-01-2021,Bonsai Trees Growing Kit,45277830,GC,12.99,No,Special Occasions,Happy Birthday,0
10-01-2021,Dark Sea Salt Caramel Chocolate Truffles,38302883,GC,14.99,No,Just Because,Thank You,0
09-01-2021,Dark Sea Salt Caramel Chocolate Truffles,39378988,PC,14.99,No,Special Occasions,Congratulations,0
09-01-2021,Thank You Mini Jar Of Paper Roses in a matchbox,39201324,PC,4.99,No,Just Because,Thank You,0
09-01-2021,Happy Birthday Pearl And Candle In a Matchbox,44821410,PC,4.99,No,Special Occasions,Happy Birthday,0
09-01-2021,Handmade Shortbread with Salted Caramel,45723586,PC,6.49,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,&quot;Sorry Youre Pawly&quot; Puppy,37787721,PC,11.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Chocolate Drop Shortbread Rounds in Tin,45130956,PC,9.99,Yes,Just Because,Just Because / Miss you / Love,0
09-01-2021,Handmade Shortbread with Salted Caramel,44631448,GC,6.49,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Dark Chocolate and Vodka Truffles with Edible Gold Leaf,42931352,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Happy Birthday Music Box in a Matchbox,38088555,GC,5.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Handmade Shortbread with Salted Caramel,45267514,GC,6.49,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Belgian Chocolates Selection,38897406,PC,13.99,Yes,Just Because,Thank You,0
09-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,38837806,GC,8.49,No,Special Occasions,Happy Birthday,0
09-01-2021,Dark Sea Salt Caramel Chocolate Truffles,38799358,GC,14.99,No,Special Occasions,Happy Birthday,0
09-01-2021,Italian Soft Nougat Selection,38936498,GC,13.99,No,Special Occasions,Happy Birthday,0
09-01-2021,Pink Marc de Champagne Chocolate Truffles,39754518,PC,14.99,No,Just Because,Thank You,0
09-01-2021,Dark Sea Salt Caramel Chocolate Truffles,43094276,GC,14.99,No,Special Occasions,Happy Birthday,0
09-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,40431308,GC,6.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Handmade Shortbread with Salted Caramel,45455876,PC,6.49,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Dark Chocolate and Vodka Truffles with Edible Gold Leaf,38558787,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Black Classic Hard Cover Ruled Notebook,45315378,GC,17.99,No,Special Occasions,Congratulations,0
09-01-2021,Happy Birthday Pearl And Candle In a Matchbox,45917302,PC,4.99,No,Special Occasions,Happy Birthday,1
09-01-2021,Dark Sea Salt Caramel Chocolate Truffles,38928590,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Chocolate Drop Shortbread Rounds in Tin,38937450,GC,9.99,No,Special Occasions,Happy Birthday,0
09-01-2021,Chocolate Drop Shortbread Rounds in Tin,43776586,PC,9.99,No,Just Because,Thank You,0
09-01-2021,Dark Sea Salt Caramel Chocolate Truffles,39700664,GC,14.99,No,Special Occasions,Happy Birthday,0
09-01-2021,Belgian Chocolates Selection,41650548,GC,13.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Dark Sea Salt Caramel Chocolate Truffles,43995148,PC,14.99,No,Special Occasions,Happy Birthday,0
09-01-2021,Sea Salted Caramel Shortbread &amp; English Breakfast Tea,38937450,GC,12.49,No,Special Occasions,Happy Birthday,0
09-01-2021,Cork Brew Reusable 12oz Glass Cup,44319840,GC,21.99,Yes,Just Because,Just Because / Miss you / Love,0
09-01-2021,Pink Marc de Champagne Chocolate Truffles,43736042,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
09-01-2021,Italian Soft Nougat Selection,45694368,PC,13.99,No,Special Occasions,Anniversary,0
08-01-2021,Unicorn Chocolate Lolly Making Kit,45916428,GC,5.49,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,45145838,GC,8.49,Yes,Special Occasions,Happy Birthday,1
08-01-2021,Pink Marc de Champagne Chocolate Truffles,38793852,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Dark Chocolate and Vodka Truffles with Edible Gold Leaf,45709230,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Original Drinking Chocolate,38110051,GC,11.99,Yes,Special Occasions,Happy Birthday,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,41439628,GC,8.49,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,45488814,PC,6.99,Yes,Just Because,Thank You,0
08-01-2021,Dark Sea Salt Caramel Chocolate Truffles,39773536,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Dark Sea Salt Caramel Chocolate Truffles,45240506,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Pink Marc de Champagne Chocolate Truffles,43432948,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Cork Brew Reusable 12oz Glass Cup,40669166,GC,21.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Belgian Chocolates Selection,45578312,PC,13.99,No,Special Occasions,Happy Birthday,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,39561921,GC,8.49,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Milk Chocolate with Popping Candy Lolly Making Kit,44710728,GC,9.99,No,Special Occasions,Happy Birthday,0
08-01-2021,Happy Birthday Music Box in a Matchbox,41458360,PC,5.99,No,Special Occasions,Congratulations,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,38575661,GC,8.49,No,Special Occasions,Happy Birthday,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Thank you&quot; and Dark Chocolate &amp; Maldon Sea Salt Bars,45347400,GC,8.49,Yes,Just Because,Just Because / Miss you / Love,0
08-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,42801976,GC,6.99,No,Just Because,Thank You,0
08-01-2021,Pink Marc de Champagne Chocolate Truffles,37596569,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Belgian Chocolates Selection,45578312,PC,13.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Chocolate Drop Shortbread Rounds in Tin,38070427,GC,9.99,No,Special Occasions,Happy Birthday,0
08-01-2021,Milk Chocolate with Popping Candy Lolly Making Kit,43455454,GC,9.99,No,Special Occasions,Happy Birthday,0
08-01-2021,Unicorn Chocolate Lolly Making Kit,44675404,GC,5.49,No,Special Occasions,Happy Birthday,0
08-01-2021,Chocolate Drop Shortbread Rounds in Tin,45130688,PC,9.99,Yes,Just Because,Just Because / Miss you / Love,0
08-01-2021,Chocolate Drop Shortbread Rounds in Tin,45056250,GC,9.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Pink Marc de Champagne Chocolate Truffles,43571526,GC,14.99,No,Special Occasions,Engagement,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,44989054,GC,8.49,Yes,Just Because,Just Because / Miss you / Love,0
08-01-2021,Handmade Shortbread with Salted Caramel,38110051,GC,6.49,Yes,Special Occasions,Happy Birthday,0
08-01-2021,Belgian Chocolates Selection,43432948,PC,13.99,No,Just Because,Thank You,0
08-01-2021,Pink Marc de Champagne Chocolate Truffles,39968147,GC,14.99,No,Special Occasions,Anniversary,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,39994293,GC,8.49,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Pink Marc de Champagne Chocolate Truffles,45901140,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Chocolate Drop Shortbread Rounds in Tin,180017087,GC,9.99,No,Sympathy,Condolences,0
08-01-2021,Italian Soft Nougat Selection,43160484,GC,13.99,No,Special Occasions,Happy Birthday,0
08-01-2021,Pink Marc de Champagne Chocolate Truffles,41261350,PC,14.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Chocolate Drop Shortbread Rounds in Tin,38652735,GC,9.99,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,English Breakfast Whole Leaf Tea Bags Caddy,39770609,PC,7.49,No,Just Because,Just Because / Miss you / Love,0
08-01-2021,Milk Chocolate &amp; Toffee &quot;Happy Birthday&quot; and White Chocolate Birthday Cake Bars,39814497,GC,8.49,No,Special Occasions,Happy Birthday,0
08-01-2021,Bathsecco and Gin &amp; Tonic,40898726,PC,13.99,No,Special Occasions,Happy Birthday,0
08-01-2021,Italian Soft Nougat Selection,42413344,GC,13.99,No,Special Occasions,Happy Birthday,0
07-01-2021,English Breakfast Whole Leaf Tea Bags Caddy,39317512,GC,7.49,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Bonsai Trees Growing Kit,40254618,GC,12.99,No,Special Occasions,Happy Birthday,0
07-01-2021,Unicorn Chocolate Lolly Making Kit,45914646,PC,5.49,Yes,Just Because,Just Because / Miss you / Love,0
07-01-2021,Milk Chocolate &amp; Toffee &quot;Thank you&quot; and Dark Chocolate &amp; Maldon Sea Salt Bars,41092570,PC,8.49,No,Special Occasions,Congratulations,0
07-01-2021,Belgian Chocolates Selection,39678449,GC,13.99,No,Sympathy,Get Well Soon,0
07-01-2021,Unicorn Chocolate Lolly Making Kit,43774746,GC,5.49,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Pink Marc de Champagne Chocolate Truffles,38412069,GC,14.99,No,Special Occasions,Happy Birthday,0
07-01-2021,Sea Salted Caramel Shortbread &amp; English Breakfast Tea,39392284,GC,12.49,No,Special Occasions,Happy Birthday,0
07-01-2021,Birthday Cake White Chocolate Bar,43613070,PC,3.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Pink Marc de Champagne Chocolate Truffles,40735524,PC,14.99,No,Special Occasions,New Baby / Pregnancy,0
07-01-2021,Pink Marc de Champagne Chocolate Truffles,38959284,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Pink Marc de Champagne Chocolate Truffles,44747184,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Happy Birthday Pearl And Candle In a Matchbox,43498034,PC,4.99,No,Special Occasions,Happy Birthday,0
07-01-2021,Grow Your Own Micropub Seed Kit in a matchbox,43602404,GC,5.99,No,Sympathy,Get Well Soon,0
07-01-2021,Handmade Shortbread with Salted Caramel,45026564,PC,6.49,Yes,Special Occasions,Happy Birthday,0
07-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,41402382,GC,6.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Milk Chocolate and Salted Caramel Bar,45802338,PC,3.99,No,Sympathy,Condolences,0
07-01-2021,Milk Chocolate and Honeycomb Thank You Bar,39575730,PC,4.49,No,Just Because,Thank You,0
07-01-2021,Milk Chocolate and Honeycomb Thank You Bar,39698535,GC,4.49,No,Just Because,Thank You,0
07-01-2021,Unicorn Chocolate Lolly Making Kit,37606133,GC,5.49,No,Special Occasions,Happy Birthday,0
07-01-2021,Dark Sea Salt Caramel Chocolate Truffles,40254618,GC,14.99,No,Special Occasions,Happy Birthday,0
07-01-2021,English Breakfast Whole Leaf Tea Bags Caddy,39637251,GC,7.49,Yes,Special Occasions,Happy Birthday,0
07-01-2021,Unicorn Chocolate Lolly Making Kit,39613144,GC,5.49,No,Special Occasions,Happy Birthday,0
07-01-2021,Milk Chocolate &amp; Toffee &quot;Thank you&quot; and Dark Chocolate &amp; Maldon Sea Salt Bars,44217926,PC,8.49,No,Just Because,Thank You,0
07-01-2021,Belgian Chocolates Selection,40254618,GC,13.99,No,Special Occasions,Happy Birthday,0
07-01-2021,Belgian Chocolates Selection,38902946,GC,13.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Dark Sea Salt Caramel Chocolate Truffles,41953844,PC,14.99,No,Just Because,Thank You,0
07-01-2021,Pink Marc de Champagne Chocolate Truffles,45770914,GC,14.99,No,Special Occasions,Happy Birthday,0
07-01-2021,Grow Your Own Micropub Seed Kit in a matchbox,38660309,GC,5.99,No,Special Occasions,Happy Birthday,0
07-01-2021,Chocolate Drop Shortbread Rounds in Tin,43154736,GC,9.99,No,Just Because,Thank You,0
07-01-2021,Thank You Mini Jar Of Paper Roses in a matchbox,39281306,GC,4.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Milk Chocolate and Honeycomb Thank You Bar,43602404,GC,4.49,No,Just Because,Thank You,0
07-01-2021,Thank You Mini Jar Of Paper Roses in a matchbox,42464894,PC,4.99,No,Sympathy,Get Well Soon,0
07-01-2021,Happy Birthday Pearl And Candle In a Matchbox,43716394,PC,4.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Milk Chocolate with Popping Candy Lolly Making Kit,45812160,PC,9.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Chocolate Drop Shortbread Rounds in Tin,43090258,PC,9.99,No,Just Because,Just Because / Miss you / Love,0
07-01-2021,Chocolate Drop Shortbread Rounds in Tin,42073936,GC,9.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Handmade Shortbread with Salted Caramel,40026950,GC,6.49,No,Special Occasions,Happy Birthday,0
06-01-2021,Bonsai Trees Growing Kit,45738968,PC,12.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,38136887,GC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Handmade Shortbread with Salted Caramel,45353790,PC,6.49,No,Sympathy,Get Well Soon,0
06-01-2021,Milk Chocolate with Popping Candy Lolly Making Kit,45386102,GC,9.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,41169882,PC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Birthday Cake White Chocolate Bar,45751398,GC,3.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,44480046,GC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Bathsecco and Gin &amp; Tonic,39560446,GC,13.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Milk Chocolate with Popping Candy Lolly Making Kit,9553,PC,9.99,No,Just Because,Thank You,0
06-01-2021,Grow Your Own Micropub Seed Kit in a matchbox,39763723,GC,5.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Bonsai Trees Growing Kit,45228752,GC,12.99,No,Special Occasions,Anniversary,0
06-01-2021,Cork Brew Reusable 12oz Glass Cup,42204424,GC,21.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Belgian Chocolates Selection,45353790,GC,13.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Handmade Shortbread with Salted Caramel,44071854,GC,6.49,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,English Breakfast Whole Leaf Tea Bags Caddy,39401864,PC,7.49,No,Just Because,Thank You,0
06-01-2021,Belgian Chocolates Selection,45631206,GC,13.99,No,Special Occasions,Congratulations,0
06-01-2021,Belgian Chocolates Selection,42913816,GC,13.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,45548036,GC,14.99,Yes,Just Because,Thank You,0
06-01-2021,Dark Sea Salt Caramel Chocolate Truffles,45390700,GC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Birthday Cake White Chocolate Bar,39633217,GC,3.99,Yes,Special Occasions,Happy Birthday,0
06-01-2021,The Captains Gluten Free Cookies,45913472,PC,6.99,No,Sympathy,Get Well Soon,0
06-01-2021,Milk Chocolate and Honeycomb Thank You Bar,38762460,GC,4.49,Yes,Just Because,Thank You,0
06-01-2021,Bonsai Trees Growing Kit,4773,PC,12.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,38939370,PC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Milk Chocolate and Salted Caramel Bar,45914292,PC,3.99,No,Special Occasions,Anniversary,0
06-01-2021,Handmade Shortbread with Salted Caramel,45577068,PC,6.49,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,39347476,GC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Belgian Chocolates Selection,39681955,PC,13.99,Yes,Special Occasions,Happy Birthday,0
06-01-2021,The Captains Kentish Apple &amp; Hazelnut Cookies,45913856,PC,6.99,Yes,Sympathy,Condolences,0
06-01-2021,Milk Chocolate and Honeycomb Thank You Bar,39163430,GC,4.49,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,38156113,GC,14.99,No,Special Occasions,Happy Birthday,0
06-01-2021,The Captains Gluten Free Cookies,38762460,GC,6.99,Yes,Just Because,Thank You,0
06-01-2021,Milk Chocolate and Honeycomb Thank You Bar,38861826,GC,4.49,Yes,Just Because,Thank You,0
06-01-2021,Bonsai Trees Growing Kit,39492878,GC,12.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Bonsai Trees Growing Kit,43148136,GC,12.99,No,Just Because,Thank You,0
06-01-2021,Milk Chocolate and Salted Caramel Bar,43946530,PC,3.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Scrumptious Salted Caramel Luxury Fudge Box,39560446,GC,7.49,No,Special Occasions,Happy Birthday,0
06-01-2021,Milk Chocolate and Salted Caramel Bar,42640784,GC,3.99,No,Special Occasions,Happy Birthday,0
06-01-2021,Milk Chocolate and Honeycomb Thank You Bar,38762460,PC,4.49,No,Just Because,Thank You,0
06-01-2021,Pink Marc de Champagne Chocolate Truffles,42118126,GC,14.99,No,Just Because,Just Because / Miss you / Love,0
06-01-2021,Dark Sea Salt Caramel Chocolate Truffles,44768172,GC,14.99,No,Just Because,Thank You,0
